Date,AZUL4.SA,EMBR3.SA,FRAS3.SA,GOLL4.SA,JSLG3.SA,POMO4.SA,PORT3.SA,RAIL3.SA,RAPT4.SA,STBP3.SA,TGMA3.SA,TUPY3.SA
2023-01-03,-0.013592266090314054,0.018881112625358742,-0.008648561015379697,-0.036337208697897694,-0.019417360225620017,0.02222223158427772,-0.01132094437800224,-0.02265004568973783,-0.013715735750069458,-0.025434962848269183,-0.024920699442368188,-0.009785470325274104
2023-01-04,0.03937013565078695,0.027453694548810192,-0.01853897298557694,0.031674213351756686,0.041584115337546246,0.010869518180362636,0.0009542950785914606,0.015063578438785141,-0.00884952615082113,-0.006868330011304602,-0.0043500900051188784,-0.007981792081273031
2023-01-05,0.09374997460029433,-0.01135608163369417,0.014444529511671078,0.0745613655946662,-0.011406976209425657,0.043010772415709386,-0.0038132196328363177,0.006849255461941928,0.014030571524818125,-0.01521432858657612,-0.0027307324069424377,0.018390782420225626
2023-01-06,0.025108221390823804,-0.016891881867644565,-0.003285950575819707,0.036734691759157334,0.0,-0.020618565768065977,0.014354229091809723,0.009070405934073156,-0.002515817014792421,0.057584387561311345,0.012595878874517297,-0.0015047474234691771
2023-01-09,0.01351350045186761,0.01786940764549705,0.021978142623242825,0.04068240779990462,0.011538596707558968,0.0,0.008490575740857764,-0.004494492955644747,0.018915529793562147,-0.009296120497951477,-0.0010817345852665028,0.002637377785616346
2023-01-10,0.02833334604899096,0.018906140971448826,0.0,0.023959654644817974,0.0703420827652439,0.003508856655133341,-0.0018710964282308007,0.023137733423693962,0.017326801234450295,0.06166199742724543,0.013535447367627462,0.023675176002943887
2023-01-11,0.0008103913094148485,0.03313456981978047,0.0,0.0086206521934451,0.012433412869199634,-0.003496587630356429,-0.008434769922275986,0.022062982841451362,0.019464687609780373,0.027777988925133945,0.001068382280082325,-0.002202472982613557
2023-01-12,-0.0024292053213634812,0.007697205096263815,-0.002150626709611969,0.009768117396732112,-0.01578938004650532,0.007017413970849207,0.011342027286985967,0.0075553396010659135,0.002386599943078549,0.024569970617076553,-0.005869923996770554,-0.0003679418818101077
2023-01-13,-0.05357141751305261,0.0025461571500347002,-0.0032326153418597015,-0.04474006552791576,0.008912602268027259,0.0,-0.014018640539770644,-0.016068578927025623,-0.015476119238383323,0.005995153779069229,-0.003220382425929036,-0.022451211142279215
2023-01-16,-0.03516293763100753,0.03936508459897614,-0.012973064217502994,-0.05189877459491321,-0.028268569042851466,-0.024390142401255144,-0.019905310213456873,-0.00381062733980142,-0.042321683295674206,0.011918926180374934,0.002692498994100845,-0.0026355541579357045
2023-01-17,0.001777818467882053,-0.0006108171910573779,-0.014238855936878347,0.004005368588131608,0.018181805959582853,0.014285653348759864,-0.0038683203617548845,0.014753997180620981,-0.0012625750196874064,-0.025912741163318098,0.020408217835739872,0.009815022881463964
2023-01-18,0.021295453537699904,-0.0036676099253044603,0.017777944097557175,0.011968105427681452,-0.0017857036750522637,0.017605659893328296,0.01456305223486698,0.0161553277816735,-0.003792710333799687,-0.016928606073696173,0.008421039416958376,0.0022429779023231955
2023-01-19,-0.0026064887966055217,0.0042945511805712044,-0.0021833840180967012,-0.011826563864503759,0.008944490584970488,0.010380677314201447,0.0,0.010598669443903308,0.002538033936047457,-0.007380378033103874,0.009916458376643122,-0.016784766857412148
2023-01-20,-0.020034804129576145,-0.009163190945396193,0.024069890454440745,0.019946821243070012,-0.023049603049181577,-0.006849285718737774,0.004784850586756484,-0.037231201587513474,0.010126697431588783,0.011152418072283954,-0.010852685439012966,0.01858877399308967
2023-01-23,0.011555565728081696,0.006165248433909198,0.0042734614806911875,-0.016949167294367573,0.012704194583184947,0.0,0.0038094805841517587,0.007080593655329093,-0.011278322451534928,0.03553939856379018,0.00992694145195272,-0.013035361003612356
2023-01-24,0.031634415910103186,0.028799172443355836,0.043617134227376786,0.027851464086130262,0.08422945632885881,0.0034482609840815748,0.014231551459529257,0.017847519279124757,0.012674349722124445,0.023668516059071054,0.002069273985832565,0.006792414033205407
2023-01-25,0.021294719324870037,0.0,0.011213039883460008,0.03483876874369951,0.041322239734938204,0.058419188240779185,-0.0037418774322492965,-0.0021254509614470063,0.025031247221674935,0.011560814331922797,0.011874009418245457,0.02998505248327943
2023-01-26,0.004170157772254823,-0.006551596107910895,0.0030241630911314044,-0.009975111717826612,0.0,-0.00974021837219663,0.0018778075296357333,0.0005326280622774959,0.021977954394598598,-0.0011429044028880009,0.005612188112983807,0.0363901548995611
2023-01-27,-0.023255791848698415,-0.019184599299322924,0.0010049115205839065,-0.026448367334204637,-0.007936544532167189,-0.032786744626362996,-0.012183556554398622,-0.013837220661928717,-0.007168168374221295,0.006864988720850729,-0.012683960070598577,-0.03862372535502512
2023-01-30,-0.015306148101401518,-0.0012224977396920744,0.003012225110803568,-0.029754206792492854,0.0064000466484326335,-0.010169639225886207,-0.014231551459529257,-0.018348480822959812,-0.03128782832454968,-0.004545431143125556,-0.036999007290736685,-0.009861157015699118
2023-01-31,0.023316101860323846,0.0006119386102998448,0.030029932813293803,0.02133331298828134,0.03338638036941699,0.034246525981513454,-0.008662185892452157,0.010445086918131397,0.006211250639734933,0.005707857023222518,0.005869738636603117,-0.0036886812410867886
2023-02-01,-0.020253225068901926,-0.0018349266665771413,0.004859238042407732,-0.024804185509827326,0.0107692472707972,0.009933826904742205,0.008737874989919847,-0.013601777128895987,-0.019753116969736917,-0.010215803953612546,0.007957759927743169,0.0081450320212757
2023-02-02,0.07149009028856401,0.012254942105196731,-0.00386853225871997,0.13119143863434335,-0.007610464974190934,0.016393279076313494,0.015399357448712792,0.014892563212560495,-0.007556695160496174,-0.005733897776462493,-0.021579039197204386,-0.02497237006660269
